application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url,skill_count,experience_years
INT-10625,Sana Shah,sana.shah625@gmail.com,03125787027,27,Male,Larkana,Sindh,BS Information Technology,NED University,2.92,"Machine Learning, Git",9,Marketing,Direct,36000,2025-03-27 13:56:00,https://www.linkedin.com/in/sana-shah625,2,0.8
INT-10712,Rida Memon,rida.memon712@outlook.com,03015013330,25,Male,Sukkur,Sindh,BS Computer Science,Not Provided,3.17,"Python, Pandas, Tableau, Data Visualization, Power BI, Communication",16,Human Resources,Direct,10000,2025-03-25 07:39:00,https://www.linkedin.com/in/rida-memon712,6,1.3
INT-10657,Mahnoor Siddiqui,mahnoor.siddiqui657@gmail.com,Not Provided,32,Male,Abbottabad,Khyber Pakhtunkhwa,BS Computer Science,Bahria University,3.52,"Data Visualization, Communication, Python, Machine Learning, Excel, Power BI",13,Data Analytics,Referral,15000,2025-04-17 23:51:00,https://www.linkedin.com/in/mahnoor-siddiqui657,6,1.1
INT-10723,Muhammad Abbasi,muhammad.abbasi723@outlook.com,03013889376,23,Female,Multan,Punjab,BBA,COMSATS University,3.13,"Tableau, Python, Html, Css, Git",0,Marketing,LinkedIn,55000,2025-04-04 13:28:00,https://www.linkedin.com/in/muhammad-abbasi723,5,0.0
INT-10549,Sidra Rajput,sidra.rajput549@icloud.com,03278865643,25,Male,Gujranwala,Punjab,BS Computer Science,University of Karachi,2.85,"Git, Excel",10,Finance,LinkedIn,44000,2025-03-23 16:40:00,https://www.linkedin.com/in/sidra-rajput549,2,0.8
INT-10648,Sajid Rind,sajid.rind648@icloud.com,03078113226,25,Prefer not to say,Larkana,Sindh,BS Statistics,NED University,3.07,"Data Visualization, Pandas, Power BI",12,Finance,Referral,10000,2025-04-21 00:30:00,https://www.linkedin.com/in/sajid-rind648,3,1.0
INT-10842,Bilal Ahmed,bilal.ahmed842@icloud.com,03484303673,28,Male,Khairpur,Sindh,BBA,Bahria University,2.88,"Python, Statistics, Tableau, Communication",18,Data Analytics,University Portal,37000,2025-04-21 10:08:00,https://www.linkedin.com/in/bilal-ahmed842,4,1.5
INT-10119,Eman Malik,eman.malik119@icloud.com,03220269150,26,Male,Sukkur,Sindh,BS Statistics,Bahria University,3.64,"Html, Css, Pandas, Excel, Data Visualization, Machine Learning",0,Data Analytics,Direct,49000,2025-04-01 17:52:00,https://www.linkedin.com/in/eman-malik119,6,0.0
INT-10803,Muhammad Abbasi,muhammad.abbasi803@gmail.com,03450062410,25,Female,Islamabad,Islamabad Capital Territory,BS Statistics,IBA Karachi,3.8,"Excel, Power BI, Python, Git",4,Data Analytics,LinkedIn,37000,2025-03-22 00:04:00,https://www.linkedin.com/in/muhammad-abbasi803,4,0.3
INT-10179,Zara Abbasi,zara.abbasi179@yahoo.com,03099184120,27,Female,Faisalabad,Punjab,BS Statistics,NUST,3.09,"Power BI, SQL, Python, Tableau, Excel",10,Data Analytics,LinkedIn,10000,2025-03-08 11:53:00,https://www.linkedin.com/in/zara-abbasi179,5,0.8
INT-10819,Mahnoor Ali,mahnoor.ali819@yahoo.com,03261622542,21,Male,Sukkur,Sindh,BS Computer Science,FAST NUCES,3.29,"Machine Learning, SQL, Power BI, Communication, Statistics, Data Visualization",25,Product,University Portal,47000,2025-03-08 02:33:00,https://www.linkedin.com/in/mahnoor-ali819,6,2.1
INT-10095,Zain Bhatti,zain.bhatti95@yahoo.com,03252971362,20,Male,Sukkur,Sindh,BS Data Science,COMSATS University,3.87,"Python, Statistics, Html, Css, Excel, Power BI, Pandas",21,Human Resources,Internee.pk,15000,2025-03-08 07:57:00,https://www.linkedin.com/in/zain-bhatti95,7,1.8
INT-10652,Eman Syed,eman.syed652@icloud.com,03012790131,23,Male,Rawalpindi,Punjab,BS Economics,FAST NUCES,3.34,"SQL, Excel, Machine Learning, Data Visualization",10,Business Intelligence,Referral,30000,2025-04-21 00:08:00,https://www.linkedin.com/in/eman-syed652,4,0.8
INT-10356,Mariam Siddiqui,mariam.siddiqui356@yahoo.com,03347042112,27,Male,Karachi,Sindh,BS Statistics,IBA Karachi,2.38,"Tableau, Git, Python, Pandas, Html, Css, Power BI",9,Software Development,Direct,49000,2025-03-18 09:35:00,https://www.linkedin.com/in/mariam-siddiqui356,7,0.8
INT-10564,Talha Shah,talha.shah564@gmail.com,03354717834,30,Male,Quetta,Balochistan,BS Information Technology,Mehran University,3.09,"Python, Excel, Communication, SQL, Git",7,Finance,Referral,15000,2025-03-12 23:14:00,https://www.linkedin.com/in/talha-shah564,5,0.6
INT-20034,Usman Ansari,usman.ansari175@icloud.com,03227263430,29,Female,Lahore,Punjab,BS Software Engineering,Mehran University,3.33,"Excel, Communication",15,Product,Indeed,32000,2025-04-17 09:08:00,https://www.linkedin.com/in/usman-ansari175,2,1.2
INT-10691,Rida Soomro,rida.soomro691@outlook.com,03135690011,30,Male,Nawabshah,Sindh,BS Computer Science,IBA Karachi,3.29,"SQL, Tableau, Html, Css, Machine Learning, Git, Power BI",5,Data Analytics,LinkedIn,18000,2025-03-02 07:49:00,https://www.linkedin.com/in/rida-soomro691,7,0.4
INT-10730,Saad Jatoi,saad.jatoi730@outlook.com,03284877238,21,Female,Islamabad,Islamabad Capital Territory,BS Computer Science,University of Karachi,3.27,"Tableau, Data Visualization, Statistics",7,Marketing,Direct,26000,2025-04-13 12:22:00,https://www.linkedin.com/in/saad-jatoi730,3,0.6
INT-10666,Yasir Ansari,yasir.ansari666@yahoo.com,03271279243,21,Male,Hyderabad,Sindh,BS Statistics,Mehran University,3.67,"Machine Learning, Python, Tableau, Statistics",4,Data Analytics,University Portal,20000,2025-03-11 21:30:00,https://www.linkedin.com/in/yasir-ansari666,4,0.3
INT-10853,Mariam Malik,mariam.malik853@yahoo.com,03225287983,26,Male,Sukkur,Sindh,BS Statistics,NED University,3.33,"Power BI, Excel",7,Product,Internee.pk,19000,2025-03-21 07:34:00,https://www.linkedin.com/in/mariam-malik853,2,0.6
INT-10481,Mariam Qureshi,mariam.qureshi481@gmail.com,03449153179,26,Male,Karachi,Sindh,BS Computer Science,LUMS,3.02,"Html, Css, Tableau, Excel, Python, Communication, SQL",1,Software Development,LinkedIn,24000,2025-04-22 16:44:00,https://www.linkedin.com/in/mariam-qureshi481,7,0.1
INT-10106,Mahnoor Abbasi,mahnoor.abbasi106@yahoo.com,03232796235,22,Male,Multan,Punjab,BS Information Technology,NED University,2.6,"Power BI, Html, Css, Data Visualization, Python, Tableau, SQL",17,Data Analytics,LinkedIn,24000,2025-04-24 01:38:00,https://www.linkedin.com/in/mahnoor-abbasi106,7,1.4
INT-10135,Danish Syed,danish.syed135@yahoo.com,03496524213,24,Male,Hyderabad,Sindh,BS Computer Science,Punjab University,2.53,"Excel, Git, Pandas, Tableau, Communication",19,Data Analytics,Direct,27000,2025-03-19 17:04:00,https://www.linkedin.com/in/danish-syed135,5,1.6
INT-10195,Ahsan Syed,ahsan.syed195@gmail.com,03080424724,28,Male,Quetta,Balochistan,BS Information Technology,COMSATS University,3.04,"Communication, Machine Learning, Python, Tableau, Git",4,Business Intelligence,LinkedIn,22000,2025-03-12 15:54:00,https://www.linkedin.com/in/ahsan-syed195,5,0.3
INT-10585,Iqra Rajput,iqra.rajput585@gmail.com,03468040537,21,Female,Quetta,Balochistan,BS Computer Science,COMSATS University,3.38,"Tableau, Data Visualization",16,Marketing,Direct,30000,2025-03-21 09:12:00,https://www.linkedin.com/in/iqra-rajput585,2,1.3
INT-20024,Iqra Qureshi,iqra.qureshi247@gmail.com,03252303558,20,Female,Faisalabad,Punjab,BS Information Technology,FAST NUCES,3.18,"Tableau, Statistics, Python, Pandas, Communication, SQL",0,Software Development,Internee.pk,35000,2025-04-07 14:12:00,https://www.linkedin.com/in/iqra-qureshi247,6,0.0
INT-10156,Eman Rajput,eman.rajput156@icloud.com,03447416352,24,Male,Nawabshah,Sindh,BS Statistics,Mehran University,3.56,"Html, Css, Tableau, Git, Data Visualization",9,Business Intelligence,Referral,10000,2025-04-16 22:28:00,https://www.linkedin.com/in/eman-rajput156,5,0.8
INT-10428,Shayan Ahmed,shayan.ahmed428@yahoo.com,03403355365,24,Male,Nawabshah,Sindh,BS Information Technology,FAST NUCES,2.72,"Machine Learning, Tableau, Python, Communication, Html, Css",10,Business Intelligence,University Portal,21000,2025-04-10 02:16:00,https://www.linkedin.com/in/shayan-ahmed428,6,0.8
INT-10309,Farhan Siddiqui,farhan.siddiqui309@yahoo.com,03326561517,27,Male,Gujranwala,Punjab,BS Statistics,Mehran University,3.09,"Html, Css, Power BI, Machine Learning, Communication, Statistics, SQL",1,Software Development,LinkedIn,21000,2025-04-22 16:25:00,https://www.linkedin.com/in/farhan-siddiqui309,7,0.1
INT-10006,Ahsan Qureshi,ahsan.qureshi6@icloud.com,03141445494,31,Male,Lahore,Punjab,BS Computer Science,Punjab University,3.43,"Statistics, Tableau, Excel",12,Data Analytics,Referral,28000,2025-04-15 21:11:00,https://www.linkedin.com/in/ahsan-qureshi6,3,1.0
INT-10098,Bilal Rind,bilal.rind98@yahoo.com,03280341485,28,Prefer not to say,Sukkur,Sindh,BS Economics,NED University,3.35,"Power BI, Communication",7,Marketing,Internee.pk,26000,2025-04-10 22:39:00,https://www.linkedin.com/in/bilal-rind98,2,0.6
INT-10062,Zain Shah,zain.shah62@icloud.com,03196665937,23,Female,Mardan,Khyber Pakhtunkhwa,BS Information Technology,NED University,2.73,"Communication, Html, Css, Excel, Pandas, Tableau",23,Finance,LinkedIn,33000,2025-03-22 04:31:00,https://www.linkedin.com/in/zain-shah62,6,1.9
INT-10812,Zain Memon,zain.memon812@outlook.com,03298886946,25,Female,Nawabshah,Sindh,BS Computer Science,University of Sindh,3.31,"Git, Power BI, Machine Learning",13,Marketing,LinkedIn,32000,2025-04-29 06:46:00,https://www.linkedin.com/in/zain-memon812,3,1.1
INT-10597,Talha Syed,talha.syed597@gmail.com,03450840184,22,Prefer not to say,Islamabad,Islamabad Capital Territory,BS Software Engineering,COMSATS University,3.18,"Communication, Pandas, SQL, Python",15,Software Development,University Portal,31000,2025-03-14 21:11:00,https://www.linkedin.com/in/talha-syed597,4,1.2
INT-10262,Hamza Chandio,hamza.chandio262@outlook.com,03028011422,23,Male,Khairpur,Sindh,BS Statistics,University of Sindh,3.22,"Excel, Git, Tableau, Power BI, Communication",15,Business Intelligence,Indeed,28000,2025-03-20 16:49:00,https://www.linkedin.com/in/hamza-chandio262,5,1.2
INT-10701,Ahsan Soomro,ahsan.soomro701@outlook.com,03051262997,23,Male,Larkana,Sindh,BS Statistics,Not Provided,2.96,"Communication, Statistics, Excel",12,Marketing,University Portal,33000,2025-04-27 07:31:00,https://www.linkedin.com/in/ahsan-soomro701,3,1.0
INT-10699,Nimra Shah,nimra.shah699@yahoo.com,03141754869,23,Male,Faisalabad,Punjab,BS Software Engineering,Shah Abdul Latif University,2.74,"Python, Tableau, Pandas, Communication, Html, Css",4,Data Analytics,Internee.pk,45000,2025-04-26 09:01:00,https://www.linkedin.com/in/nimra-shah699,6,0.3
INT-10391,Ali Abbasi,ali.abbasi391@gmail.com,03288043500,21,Male,Abbottabad,Khyber Pakhtunkhwa,BS Software Engineering,COMSATS University,3.1,"Excel, Statistics",7,Data Analytics,LinkedIn,26000,2025-03-05 02:20:00,https://www.linkedin.com/in/ali-abbasi391,2,0.6
INT-10029,Sana Rind,sana.rind29@outlook.com,03187336095,25,Male,Sukkur,Sindh,BS Computer Science,IBA Karachi,2.8,"Git, Excel",26,Marketing,LinkedIn,35000,2025-04-16 04:45:00,https://www.linkedin.com/in/sana-rind29,2,2.2
INT-10028,Iqra Jatoi,iqra.jatoi28@gmail.com,03058912072,33,Male,Sukkur,Sindh,BS Computer Science,COMSATS University,3.09,"Excel, Pandas, Html, Css, Tableau",18,Data Analytics,Internee.pk,30000,2025-03-27 15:16:00,Not Provided,5,1.5
INT-10843,Iqra Rind,iqra.rind843@gmail.com,03396489315,24,Male,Faisalabad,Punjab,BS Data Science,IBA Karachi,3.28,"Python, Html, Css, Power BI",24,Software Development,Internee.pk,30000,2025-03-21 07:15:00,https://www.linkedin.com/in/iqra-rind843,4,2.0
INT-10473,Danish Khan,danish.khan473@outlook.com,03430884436,22,Female,Mardan,Khyber Pakhtunkhwa,BS Statistics,NUST,2.54,"SQL, Excel",10,Data Analytics,LinkedIn,26000,2025-04-02 12:18:00,https://www.linkedin.com/in/danish-khan473,2,0.8
INT-10763,Fatima Chandio,fatima.chandio763@yahoo.com,03037359344,26,Female,Peshawar,Khyber Pakhtunkhwa,BBA,COMSATS University,3.91,"Excel, Git",1,Data Analytics,LinkedIn,26000,2025-04-10 15:46:00,https://www.linkedin.com/in/fatima-chandio763,2,0.1
INT-10030,Sajid Rind,sajid.rind30@outlook.com,03132156743,30,Male,Sukkur,Sindh,BS Economics,Shah Abdul Latif University,2.49,"SQL, Power BI, Excel, Git, Statistics",11,Software Development,Internee.pk,16000,2025-04-24 09:04:00,https://www.linkedin.com/in/sajid-rind30,5,0.9
INT-10707,Areeba Rajput,areeba.rajput707@gmail.com,Not Provided,25,Female,Hyderabad,Sindh,BS Software Engineering,LUMS,2.95,"Communication, Python, Statistics, Data Visualization",19,Marketing,Referral,40000,2025-04-19 22:01:00,https://www.linkedin.com/in/areeba-rajput707,4,1.6
INT-10633,Eman Rind,eman.rind633@gmail.com,03478250396,24,Female,Rawalpindi,Punjab,BS Statistics,FAST NUCES,3.17,"Excel, Communication",6,Data Analytics,Indeed,42000,2025-03-30 10:54:00,https://www.linkedin.com/in/eman-rind633,2,0.5
INT-10608,Yasir Abbasi,yasir.abbasi608@yahoo.com,03429438184,23,Male,Mardan,Khyber Pakhtunkhwa,BS Information Technology,NED University,2.29,"Python, Excel, Statistics, Data Visualization, Communication",6,Data Analytics,LinkedIn,17000,2025-04-22 00:21:00,https://www.linkedin.com/in/yasir-abbasi608,5,0.5
INT-10436,Areeba Shah,areeba.shah436@yahoo.com,03134950451,19,Male,Islamabad,Islamabad Capital Territory,BS Statistics,Punjab University,3.19,"SQL, Git",13,Business Intelligence,University Portal,12000,2025-04-21 13:37:00,https://www.linkedin.com/in/areeba-shah436,2,1.1
INT-10784,Laiba Ahmed,laiba.ahmed784@outlook.com,03042861640,22,Male,Islamabad,Islamabad Capital Territory,BS Computer Science,Not Provided,3.29,"Data Visualization, Pandas, Power BI, Html, Css, Python, Communication",6,Data Analytics,Referral,21000,2025-04-07 10:00:00,https://www.linkedin.com/in/laiba-ahmed784,7,0.5
INT-10255,Danish Ahmed,danish.ahmed255@icloud.com,03110199924,24,Male,Multan,Punjab,BS Information Technology,Not Provided,3.03,"Git, Excel",4,Software Development,Direct,51000,2025-04-05 05:47:00,https://www.linkedin.com/in/danish-ahmed255,2,0.3
INT-10476,Areeba Shah,areeba.shah476@icloud.com,03132627946,27,Male,Lahore,Punjab,BS Information Technology,University of Karachi,2.2,"SQL, Tableau, Communication, Html, Css",40,Product,Indeed,28000,2025-03-12 10:06:00,https://www.linkedin.com/in/areeba-shah476,5,3.3
INT-10844,Talha Shaikh,talha.shaikh844@outlook.com,03297004223,27,Male,Quetta,Balochistan,BS Data Science,FAST NUCES,3.01,"SQL, Statistics, Machine Learning, Html, Css, Excel",11,Marketing,LinkedIn,15000,2025-04-11 20:40:00,https://www.linkedin.com/in/talha-shaikh844,6,0.9
INT-10069,Ahsan Syed,ahsan.syed69@outlook.com,03300504212,27,Male,Larkana,Sindh,BS Software Engineering,FAST NUCES,2.71,"Python, Git, SQL",2,Software Development,Referral,25000,2025-04-03 18:44:00,https://www.linkedin.com/in/ahsan-syed69,3,0.2
INT-10596,Sana Chandio,sana.chandio596@outlook.com,03170189066,27,Female,Lahore,Punjab,BS Computer Science,Punjab University,3.09,"Excel, Machine Learning",10,Data Analytics,Indeed,40000,2025-04-09 08:52:00,https://www.linkedin.com/in/sana-chandio596,2,0.8
INT-10402,Mahnoor Shah,mahnoor.shah402@gmail.com,03114465161,28,Male,Gujranwala,Punjab,BS Computer Science,Not Provided,3.48,"Communication, Python, Statistics, Excel",11,Human Resources,Internee.pk,34000,2025-03-06 14:05:00,https://www.linkedin.com/in/mahnoor-shah402,4,0.9
INT-10180,Nimra Ahmed,nimra.ahmed180@outlook.com,03425145240,25,Female,Karachi,Sindh,BS Information Technology,Mehran University,2.55,Not Specified,22,Finance,LinkedIn,13000,2025-04-25 10:14:00,https://www.linkedin.com/in/nimra-ahmed180,0,1.8
INT-10420,Sana Abbasi,sana.abbasi420@outlook.com,03068191508,29,Female,Larkana,Sindh,BS Information Technology,University of Karachi,3.15,"Machine Learning, SQL, Power BI, Pandas, Git",5,Marketing,University Portal,51000,2025-04-14 21:22:00,https://www.linkedin.com/in/sana-abbasi420,5,0.4
INT-20002,Hamza Khan,hamza.khan603@icloud.com,03434400285,25,Female,Rawalpindi,Punjab,BS Statistics,LUMS,3.23,"Data Visualization, Machine Learning, Excel, Git",4,Software Development,University Portal,14000,2025-04-12 01:57:00,https://www.linkedin.com/in/hamza-khan603,4,0.3
INT-10618,Mariam Mirza,mariam.mirza618@icloud.com,03460601534,28,Female,Nawabshah,Sindh,BS Statistics,University of Sindh,2.98,"Tableau, Communication, Git, Python, Excel, Machine Learning",12,Data Analytics,Direct,16000,2025-03-14 16:18:00,https://www.linkedin.com/in/mariam-mirza618,6,1.0
INT-10383,Danish Malik,danish.malik383@icloud.com,03418718075,27,Male,Rawalpindi,Punjab,BS Data Science,University of Sindh,2.0,"SQL, Communication",12,Product,University Portal,24000,2025-03-04 23:46:00,https://www.linkedin.com/in/danish-malik383,2,1.0
INT-10551,Sajid Rind,sajid.rind551@gmail.com,03438701186,20,Female,Faisalabad,Punjab,BS Information Technology,LUMS,3.09,"Excel, Git, Communication, Pandas, Power BI",27,Data Analytics,Indeed,28000,2025-04-03 04:46:00,https://www.linkedin.com/in/sajid-rind551,5,2.2
INT-10368,Ahsan Malik,ahsan.malik368@yahoo.com,03411197804,19,Male,Faisalabad,Punjab,BS Software Engineering,NED University,3.05,"Machine Learning, Statistics, Tableau, Excel",4,Human Resources,LinkedIn,39000,2025-03-08 15:25:00,https://www.linkedin.com/in/ahsan-malik368,4,0.3
INT-20016,Bilal Ali,bilal.ali485@outlook.com,03119131248,27,Male,Larkana,Sindh,BS Information Technology,COMSATS University,3.53,"Tableau, Data Visualization, Power BI, Machine Learning",3,Software Development,Indeed,28000,2025-03-23 00:23:00,https://www.linkedin.com/in/bilal-ali485,4,0.2
INT-10186,Nimra Jatoi,nimra.jatoi186@yahoo.com,03449515950,25,Male,Mardan,Khyber Pakhtunkhwa,BS Computer Science,NUST,2.67,"Git, Excel, Html, Css",9,Human Resources,Direct,11000,2025-04-20 09:15:00,https://www.linkedin.com/in/nimra-jatoi186,4,0.8
INT-10816,Sajid Rind,sajid.rind816@outlook.com,03070248025,25,Male,Islamabad,Islamabad Capital Territory,BBA,Mehran University,3.5,"Excel, Machine Learning, Power BI, SQL, Html, Css",3,Data Analytics,Indeed,32000,2025-03-18 02:36:00,https://www.linkedin.com/in/sajid-rind816,6,0.2
INT-10162,Danish Siddiqui,danish.siddiqui162@gmail.com,03410108851,21,Male,Hyderabad,Sindh,BS Statistics,LUMS,2.95,Not Specified,5,Data Analytics,Indeed,44000,2025-04-25 11:04:00,https://www.linkedin.com/in/danish-siddiqui162,0,0.4
INT-10176,Hira Ali,hira.ali176@yahoo.com,03312234075,25,Male,Faisalabad,Punjab,BS Computer Science,NED University,3.74,"Git, Pandas, Machine Learning, Python",18,Human Resources,Direct,14000,2025-04-03 18:30:00,https://www.linkedin.com/in/hira-ali176,4,1.5
INT-10722,Saad Soomro,saad.soomro722@icloud.com,03409906727,24,Female,Faisalabad,Punjab,BS Economics,Punjab University,2.7,"Power BI, Communication, Data Visualization, Statistics, Pandas",25,Business Intelligence,Direct,43000,2025-04-13 02:39:00,https://www.linkedin.com/in/saad-soomro722,5,2.1
INT-20014,Hussain Ansari,hussain.ansari296@gmail.com,03301155577,27,Male,Gujranwala,Punjab,BS Economics,Mehran University,2.64,"Tableau, Machine Learning, Python, Power BI, Git",9,Business Intelligence,LinkedIn,53000,2025-03-01 23:34:00,https://www.linkedin.com/in/hussain-ansari296,5,0.8
INT-10313,Saad Ali,saad.ali313@yahoo.com,03490175358,30,Male,Quetta,Balochistan,BS Computer Science,University of Sindh,2.57,"Tableau, Statistics, SQL, Html, Css, Machine Learning",4,Data Analytics,Indeed,26000,2025-03-14 03:17:00,https://www.linkedin.com/in/saad-ali313,6,0.3
INT-10077,Eman Syed,eman.syed77@yahoo.com,03001852187,26,Male,Rawalpindi,Punjab,BBA,FAST NUCES,3.21,"Communication, Tableau, Git",17,Product,Indeed,38000,2025-03-13 13:52:00,https://www.linkedin.com/in/eman-syed77,3,1.4
